id,name,space,neighborhood_overview,host_id,host_name,host_since,host_response_time,host_response_time_minutes_to_response,host_response_rate,host_neighbourhood,host_listings_count,neighbourhood,city,state,zipcode,market,country,property_type,room_type,accommodates,square_feet,price_night,cleaning_fee,availability_365,occupancy_rate,number_of_reviews,review_scores_value,calculated_host_listings_count,reviews_per_month,year_revenue,airbnb_commission,year_profit,greater_than_average
73005,3BR Convenient Gated Townhome!,"A spacious (Phone number hidden by Airbnb) sq ft) gated, two-story townhome in a quiet neighborhood with 2 bedrooms plus loft to sleep up to 6 on real beds. Many guests have stayed during SXSW, F1 and just to explore the city! Get to downtown in 15 minutes with easy access to both the 183 and Mopac/Loop 1 highways. Plus Arboretum and The Domain is less than 5 minutes away with great restaurants and shopping! If you are headed to the Austin Convention Center (SXSW) or University of Texas campus, I recommend renting a car, and 3 car parking is available. I'm happy to suggest restaurants or things to do while in Austin! Place includes a gated swimming pool on property. Indoors, you have access to a fully stocked kitchen, 46"" TV with (Hidden by Airbnb) Chromecast, coffee and snacks. Real beds available for up to 6: Master bedroom has a queen bed, and the guest room has a full. Two additional twin mattresses can be arranged for larger groups. There are 2 comfy couches and air mattress can",,128514,Vivian,5/20/10,N/A,N/A,N/A,Angus Valley,1,Angus Valley,Austin,TX,78727,Austin,United States,Townhouse,Entire home/apt,6,1500,$230.00,$100.00,136,81.6,21,10,1,0.23,,,,0
73289,Simple 2/2 in Central Austin,"Simply furnished 2/2 next to UT Austin campus. Stained concrete floors. Granite counter tops. 2 parking spaces. W/D. Wireless internet. Trash valet certain mornings. One bedroom with queen size bed and a loveseat; One bedroom with full size futon; Twin size futon in living room. If you're able to bring additional bedding, this apartment could fairly easily fit 6 people. It's a great location for SXSW, ACL, as well as just about any event that's happening in central Austin. Downtown hotels can get a little pricey at times. Here, you'd only be a 5 minute drive/cab or bus ride to downtown AND you'd have an entire apartment all to yourself! There's also a brand new awesome Trailer Park Eatery literally right outside of the apartment. All sorts of yummy deliciousness!",,382510,Christina,2/8/11,N/A,N/A,N/A,West Campus,2,West Campus,Austin,TX,78705,Austin,United States,Apartment,Entire home/apt,4,N/A,$110.00,$0.00,250,150,37,10,2,0.4,,,,0
73898,Close to everything !! Good music!!,"nice house. 4 baths upstairs bedroom very clean and neat. grocery is close, Randall's(Safeway) and HEB Come visit !!!! f1 raceway, music, the next place to Silicon Valley(Motorola, AMD, Freescale, cirrus logic, etc.) VA office. the biggest for veteran in the USA. University of Texas- the biggest college in the USA. you have to to see Austin !!!!!!!!!!!! bus, train, handicap people on the bus. limousines. Willy nelson, Sandra bullock, Micheal Dell, good musician and actors, etc all from Austin!!!!","I am close to downtown. Close to university of Texas, buses, train and greyhound. Lot of bands and racing. Austin (Website hidden by Airbnb)",387130,Rick,2/11/11,N/A,N/A,N/A,Cherry Creek,1,Cherry Creek,Austin,TX,78749,Austin,United States,House,Private room,3,2222,$67.00,$10.00,0,0,26,9,1,0.29,,,,0
74716,Welcoming East Austin Guest Suite,"Welcome to Casa Leona! We want you to fall in love with Austin. Please be my guest in the spacious home that I share with two housemates and one cat. Staying this close to Downtown Austin puts you in the heart of activity at the University of Texas, the state capitol, the entertainment districts and the festival and conference hubs. Yet, it's also a peaceful, quiet retreat from those same fun places and events. We are in easy walking distance to great coffee shops, pubs and a variety of restaurants and food trailers. The Guest Suite: Spacious and private guest suite is 500 sq.ft and has a private entrance and patio. It is furnished with a queen bed, couch, a few chairs, and a few patio chairs outside. The room includes a mini kitchen with a refrigerator and teapot. You will have a private (small) bathroom with sink, toilet and shower (no bath tub). The room has a stereo and wifi, but no TV. All sheets, pillowcases, and most blankets, are organic. You will not have access to the main ho","Central East Austin has been through it all. The amazing public art and beautiful people are a reflection of the history of an often poor, but always proud community. We're in a traditionally African American neighborhood, but now is a cultural blend reflecting the city today. Gentrification is an ongoing issue and challenge (and opportunity) here. I am proud of this neighborhood and fortunate to have lived here since 2000.",393795,Jennifer,2/15/11,within a day,423,100%,East Downtown,1,East Downtown,Austin,TX,78702,Austin,United States,Bungalow,Private room,4,N/A,$75.00,$20.00,69,41.4,85,10,1,1.39,,,,0
74742,Large private room,"Great house, in a great location. You'll get your own clean private room, with queen sized bed, built in closet, chest of drawers - in a house with 1.5 bathrooms, a large backyard with hot tub, BBQ and garden furniture. The house is situated in a cul-de-sac with lots of on-street parking, 15 mins from downtown. 3 local bus routes can take you to the heart of Austin and an Uber is no more then $10. There is some amazing food in the vicinity - check out Radio Coffee Bar for some cheap great eats. If you want to grab a drink in the area, check out Casino South Side, Baker Street Pub, or the Crow Bar! All of them are fine drinking establishments. If you want some great local music, check out the Broken Spoke or The Continental Club. You'll have access to flat screen TV with Amazon prime, DVD and Wii, hi-speed internet (50Mbps) over wifi, and a clean, fully equipped, modern kitchen. Grocery store and restaurants located within walking distance. Please feel free to contact me!","You'll be staying in the fashionable 78704 neighborhood on a quiet cul-de-sac that has it all with nearby amenities, shopping, bars, and easy access to anywhere you need to be.",394019,William,2/15/11,within an hour,37,100%,South Lamar,1,South Lamar,Austin,TX,78704,Austin,United States,House,Private room,2,N/A,$77.00,$0.00,243,145.8,5,10,1,0.05,,,,0
75050,*Incredible Entire HOME 3 Bed 2.5 Bath Downtown*,"East Austin Town Home. Fully Decorated. -5Min from Airport -5Min from the Heart of Downtown ATX -Walk to Lady Bird Lake -PERFECT location for F1 Race -Easy Access to ACL or SXSW Special Events Fully Furnished 3 Bed 2.5 Bath Town House (3 Queen Beds, Plus Couch) Security Fence & Gate surrounding property Entirely Open Concept Living Room/Kitchen/Dining Room w/ Full private Backyard and BBQ No Pets without prior approval and additional deposit No Smoking Über, Scooter Easily to surrounding Restaurants and Downtown or Rainey Street Happy to take any additional questions. 2 Day Stay Minimum. $250 Deposit.","East Austin is the Most Dynamic Neighborhood in All of Austin. We are within walking distance of the Lake Downtown, Closest Neighborhood to the International Airport, and Take Pride in our Many Bars and Restaurants.",395266,Kris,2/16/11,N/A,N/A,N/A,Govalle,1,Govalle,Austin,TX,78702,Austin,United States,House,Entire home/apt,7,N/A,$295.00,$85.00,362,217.2,1,,1,0.01,,,,0
75174,South Shore Condo on Lady Bird Lake,"Gorgeous 1/1 condo on the south shore of Lady Bird Lake. 10 miles from the airport and 2 to downtown, South Congress and 6th Street. Complex offers free parking, a pool, lakeside dock and access to the new Boardwalk trail. Condo is just east of I-35 and 20 minutes from the Circuit of the Americas and 25 to the Dripping Springs wedding venues. Our condo is located within a gated community just off of Riverside Drive in the up and coming South Shore District with free parking and a bus stop 1/3 of a mile away. Mexican food and margaritas across the street at Baby Acapulco's and a 24-hour coffee shop Buzz Mill is a short walk away. The East Riverside corridor is becoming the new hot spot in Austin with legendary live music club Emo's relocating from 6th street to within walking distance of our condo. Unit features beautiful tile floors, a private courtyard facing the park with a partial view of the lake and access to the community pool and lakeside dock. Enjoy a drink and maybe the famo","The Southshore District is an up and coming area that is super convenient to I-35, downtown, SOCO, COTA and the airport. There are restaurants, clubs, and parkland all within walking distance of our condo. Starbucks, Walgreens, Chipotle, Mour Cafe, Chilantro and Mod Pizza are a few of the new options within walking distance.",393905,David,2/15/11,within an hour,20,100%,East Riverside,2,Holly,Austin,TX,78741,Austin,United States,Condominium,Entire home/apt,3,N/A,$130.00,,230,138,221,10,2,2.39,,,,0
75957,PRIVATE COTTAGE APT-Central Austin,"Cottage Apartment in desirable Tarrytown neighborhood. With everything you need for short or longer stay, the apartment is of new construction, designer decorated with one bedroom (queen bed) and pull out sofa bed (queen) in living area, full bath, kitchen and washer/dryer, TV, DVD player and wifi. Light breakfast, bottled water, fruit, coffee and tea are stocked in the kitchen upon arrival. All linens and towels including bathing towels for swimming are provided. For the warm summer months, a lovely public pool sits at the end of the block, a three minute walk away. Only 5 min. drive to downtown, and convenient to mass transit, you are also walking distance to lake and hike and bike trails. Perfect for ACL or neighborhood stroll to the lake. The area around my place is filled with great things to eat, see and do. If you are hungry there are some fabulous restaurants such as Winflo, Mozart at the Lake, Galaxy, and Maudie's Cafe. There is also a grocery and drug store near b",,404260,Kelly,2/22/11,within an hour,59,100%,Tarrytown,1,Tarrytown,Austin,TX,78703,Austin,United States,Guesthouse,Entire home/apt,4,N/A,$115.00,$25.00,345,207,239,10,1,2.58,,,,0
76309,"Quiet Traveler's Retreat on Greenspace, 4 mi to DT","TO BOOK WITH US, WE REQUIRE: A minimum of 6 positive reviews or references No negative reviews Four+ star-rating Complete profile INCLUDING a description or bio, AND a current photo of you Government ID Verification(s) AIRBNB HOSTS: I'm sorry, but I'm unable to offer accommodations to Airbnb hosts needing accommodations while renting their listings in Austin. If you're an Airbnb Host or Superhost from another area besides Austin, you must meet the same Booking Requirements as for Guests, including having at least six Host reviews. Thanks! If you don't meet our booking requirements, we're sorry, but we can't host you. We hope you'll check back when you do. If you do meet them, we look forward to meeting you! THIRD-PARTY BOOKINGS: These are against Airbnb policy, and present a safety and security risk. I‘m not able to accommodate third-party bookings. CITY OF AUSTIN OCCUPANCY TAX: I will collect the required, City of Austin Hotel Occupancy tax for short-term rentals. Please see ""Other","My street borders Williamson Creek, and many of my neighbors also enjoy the natural spaces behind their homes. You'll see a lot of dog-walkers, runners with dogs, fathers with baby carriages and dogs in tow. My neighbors are kind, friendly and willing to assist if there's a need. A family of owls live along the creek behind our homes. Hawks are also frequent visitors. It's quiet, and peaceful. Inside the home you're protected from general neighborhood sounds. This is a walking neighborhood bordered by other small neighborhoods and many iconic South Austin points of interest. I live in close proximity to many of these gems. Most of them are within a mile, a 15 minute walk. You'll find a list in the Guidebook, and a long list of guest and host-recommended places printed out in the House Manual in your room. I also send a Welcome letter upon booking, with suggestions taken from these lists. I also post popular places on the fridge!",407093,Paula,2/23/11,N/A,N/A,N/A,South Manchaca,2,South Manchaca,Austin,TX,78745,Austin,United States,House,Private room,2,N/A,$45.00,$12.00,61,36.6,126,10,2,1.36,,,,0
76328,"South Austin Charmer on Greenspace, 4 miles to DT","TO BOOK WITH US, WE REQUIRE: A minimum of 6 positive reviews or references No negative reviews Four+ star-rating Complete profile INCLUDING a description or bio, AND a current photo of you Government ID Verification(s) AIRBNB HOSTS: I'm sorry, but I'm unable to offer accommodations to Airbnb hosts needing accommodations while renting their listings in Austin. If you're an Airbnb Host or Superhost from another area besides Austin, you must meet the same Booking Requirements as for Guests, including having at least six Host reviews. Thanks! If you don't meet our booking requirements, we're sorry, but we can't host you. We hope you'll check back when you do. If you do meet them, we look forward to meeting you! THIRD-PARTY BOOKINGS: These are against Airbnb policy, and present a safety and security risk. I‘m not able to accommodate third-party bookings. CITY OF AUSTIN OCCUPANCY TAX: I will collect the required, City of Austin Hotel Occupancy tax for short-term rentals. Please see ""Other","My street borders Williamson Creek, and many of my neighbors also enjoy the natural spaces behind their homes. You'll see a lot of dog-walkers, runners with dogs, fathers with baby carriages and dogs in tow. My neighbors are kind, friendly and willing to assist if there's a need. A family of owls live along the creek behind our homes. Hawks are also frequent visitors. It's quiet, and peaceful. Inside the home you're protected from general neighborhood sounds. This is a walking neighborhood bordered by other small neighborhoods and many iconic South Austin points of interest. I live in close proximity to many of these gems. Most of them are within a mile, a 15 minute walk. You'll find a list in the Guidebook, and a long list of guest and host-recommended places printed out in the House Manual in your room. I also send a Welcome letter upon booking, with suggestions taken from these lists. I also post popular places on the fridge!",407093,Paula,2/23/11,N/A,N/A,N/A,South Manchaca,2,South Manchaca,Austin,TX,78745,Austin,United States,House,Private room,2,N/A,$35.00,$12.00,63,37.8,145,10,2,1.57,,,,0
76391,3700 ft2 brand new Mueller Home,"A 4 bedroom, 3 full and 2 half bath, 3 story, 3700 ft2 home in Mueller. The photos on this site are of my other property. I'm happy to take video or photos of this new house; just haven't done it yet! Other features include gourmet kitchen, wine fridge, jacuzzi tub, high ceilings, custom finishes throughout.. The house has wireless, hardwood floors, no spiked heels inside, sprinkler system, offstreet parking garage, though plenty of parking in front. One tempurpedic king bed in master, another king in the other master, two additional bedrooms with queen beds. Two parakeets will stay here; so please be willing to care for them. I have a small toy poodle that will stay with a friend. The house is professionally cleaned twice a week and will be prior to and after rental. If your group would like midweek cleaning, that can be arranged for $170 basic cleaning (no laundry or sheet changes). Public transportation is available 1 block away. look up (Website hidden by Airbnb)","Mueller is the most sought after central Austin neighborhood. It's occupied by UT professors, business owners, families and students.",407740,Michelle,2/24/11,N/A,N/A,N/A,Hyde Park,1,Hyde Park,Austin,TX,78751,Austin,United States,House,Entire home/apt,8,N/A,$850.00,$300.00,365,219,4,9,1,0.04,,,,0
76497,Lovely chic 2 Bdrm Downtown whereAirbnb CEO stays,"My first guest was the Airbnb CEO Brian Chesky. In the stunning downtown historic neighborhood of Clarksville, at 12th & lamar, walking distance to Whole Foods, great cafes,Town Lake Trail and downtown bars. Tucked away on a quiet dead end street. Most beautiful neighborhood ever. Beautiful, quaint bungalow home in the lovely historic neighborhood of Clarksville, 4 blocks from Whole Foods World Headquarters. Approx 1 mile from downtown bars and music venues, tucked away on a private dead-end street, next to a small park. Nearby are: Cafe Medici, Jeffrey's, Fresh Plus Grocery, Zocalo Cafe, Wink, Castle Hill Fitness, Black Swan yoga, etc. 1.2 miles from the Town Lake Hike and Bike Trail and Zilker Park. 1.2 miles from University of Texas or the Capitol. 1 amazing king bed. 1 queen bed, 2 sofas. 1 bathroom. Lovely private deck in the back, surrounded by bamboo, perfect for sitting outside, enjoying dinner or an evening drink. Wifi Access. Clean towels/linens are provided. iPod dock. **onl","Clarksville/Old West Austin is one of the top 2 most desirable neighborhoods in austin, walking distance to great restaurants, cafe's, Whole Foods World Headquarters, 1 mile from the Town Lake Hike n Bike trail etc etc.",177441,Ashley,7/22/10,N/A,N/A,N/A,West Austin,2,Old West Austin,Austin,TX,78703,Austin,United States,House,Entire home/apt,4,N/A,$152.00,$50.00,343,205.8,150,9,2,1.62,,,,0
76501,Upstairs Flat in Central Austin,"Furnished upstairs duplex unit in Central Austin. This is our 1930's duplex that we inhabit as a single family home, the upstairs functions as its own apartment with two private entrances, kitchen, bathroom, sun porch with day bed, bedroom with double bed, dining room, and living room with convertible sofa bed. Very close to I35, walking distance to the University of Texas, the restaurants and bars on Manor Road, two bus stops with direct runs into downtown, and within the Car-2-Go rental zone. Licensed Austin Short Term Rental, OL(phone number hidden)","French Place/Cherrywood is a nice, quiet neighborhood with lots of foot and bike traffic, lots of cute bungalows, people sitting on their porches and in their yard. We have lots of shade from all the big post oak trees in our area. We're walking distance from a great cluster of bars and restaurants, and easy walking distance to the northeast corner of UT.",408534,Kevin And Bob,2/24/11,within a few hours,163,100%,Upper Boggy Creek,1,Upper Boggy Creek,Austin,TX,78722,Austin,United States,House,Entire home/apt,3,N/A,$125.00,,295,177,138,10,1,1.48,,,,0
76911,"Formula One for Luxury, an EastSide Sanctuary","Bachelorette Boutique- Bachelor BroTel - With a multitude of scooters on every corner. Epicenter to Central East Austin. Food trucks, Rainey Street, Live Music and laughter. Automobile not needed. Great for Families, with outdoor space, flexible sleeping areas. A Formula One Grand Prix event spans a weekend. It begins with two free practice sessions on Friday (except in Monaco, where Friday practices are moved to Thursday), and one free practice on Saturday. Additional drivers (commonly known as third drivers) are allowed to run on Fridays, but only two cars may be used per team, requiring a race driver to give up his seat. A qualifying session is held after the last free practice session. This session determines the starting order for the race on Sunday Plus surf park (Website hidden by Airbnb) and bouldering gym (Website hidden by Airbnb) nearby. One half acre of pure roaming. 2 story spaciousness Furnished with flexibility and options. Artsy, but all Austin. On bike route 50.",No car necessary. 200 restaurants and nightspots within easy walking distance. Breakfast tacos all day. Country dancing all night. Local cafe's,394012,Peter,2/15/11,within an hour,3,100%,East Downtown,1,East Downtown,Austin,TX,78702,Austin,United States,House,Entire home/apt,12,3200,$750.00,$130.00,329,197.4,95,10,1,2.22,,,,0
76925,Comfy Digs in East Austin,"Our home has two full bathrooms and three bedrooms. Beds include two queen sized beds (each in their own bedroom), two twin beds (in a third bedroom), and a queen sofa pull out bed (living room). A big, fully equipped kitchen, front porch and back patio for relaxing. Also Stereo, TV, Wireless internet, and Streaming TV for your enjoyment. The house is modest, but great for a big group because it can sleep 8 comfortably - meet up here to enjoy Austin. Our house is also officially registered with the City of Austin, making it a legal transaction for rental bookings. This is the exact same tax you would pay in any hotel or motel in the city. Our house is walking distance from many restaurants and coffee houses (see our Airbnb Guidebook), one mile from the convention center, 6 blocks from the hike and bike trail around Lady Bird Lake, one mile from downtown. We are two blocks from bus routes 17 or 22 and 10 minutes from the airport. A short bike ride, very short cab ride or an eas","Our neighborhood has beautiful old trees, friendly neighbors and is close enough to Ladybird Lake for a walk on the hike and bike trail, but also close enough to enjoy the bars and food on E. 6th street.",411190,Lynn,2/26/11,within a few hours,134,100%,Holly,1,,Austin,TX,78702,Austin,United States,House,Entire home/apt,8,N/A,$400.00,$125.00,362,217.2,13,10,1,0.14,,,,0
76987,Master Bedroom for Rent,"Large 4 bedroom House has the master bedroom for rent located in South Austin, minutes to dowtown. Full Kitchen with fresh eggs available. The price is for one person for one bedroom (queen bed) but more can be accommodated with another bedroom that is available with cots and airmattress for the week at SXSW as well. Wi-Fi also available. Quiet neighborhood, nice neighbors. easy access to all the main routes into downtown as well as walking distance to the bus lines and the night owl bus line. A locked garage with space for one vehicle is also available but it is a pretty safe neighborhood. The house is also alarmed. There is a TV with DVD and a stereo with a CD player. More Pictures to come soon.",,411609,Rob,2/26/11,N/A,N/A,N/A,,1,Cherry Creek,Austin,TX,78745,Austin,United States,House,Private room,5,1800,$75.00,,365,219,0,,1,,,,,0
76996,The Travis Heights Tree House,"The Travis Heights Tree House is a lovely studio in the desirable Travis Heights neighborhood. Open and airy the studio feels spacious with 10' high ceilings. The kitchen has plenty of storage, bamboo counter tops, an electric range, coffeepot and microwave. The bathroom is beautifully tiled with subway tile and has a bath and plenty of storage as well. The living area is cozy and comfortable and flooded with natural light. The large, private deck is surrounded by trees and the perfect place to enjoy your morning coffee or evening cocktail. Tucked in on a double lot the Tree House affords you both privacy and a prime location. Lady Bird Lake is a short walk from the studio where you can hike, bike, rent a canoe or kayak or eat at one of the many restaurants or food trailers. Just down the hill, Big Stacy Pool is open year round and heated in the winter. S. Congress is a short 1/2 mile walk away with many excellent restaurants, shops and the world famous Continental Club. Fr",,1665428,Krista,1/28/12,within an hour,13,100%,Travis Heights,1,Travis Heights,Austin,TX,78704,Austin,United States,Guesthouse,Entire home/apt,2,N/A,$68.00,$50.00,242,145.2,29,10,1,0.31,,,,0
77162,Quiet house downtown on 9th street!,This space has a special Yoga and meditation room in the front and is decorated with fabulous art for a nice bohemian feel.,"Downtown, but quiet & homey.",412919,Caroline,2/27/11,N/A,N/A,N/A,Downtown,1,,Austin,TX,78701,Austin,United States,House,Entire home/apt,2,N/A,$350.00,$25.00,355,213,7,8,1,0.09,,,,0
77347,Room or rooms,"Master suite with private entrance available. Poolside location which includes large yard, nature trails and park on Lake Austin across street. Greta natural relaxed setting minutes to town!",Park like setting with access to Lake Austin Private space on 4 acres. Hill country feel.,382265,Leslie,2/8/11,N/A,N/A,N/A,,6,Steiner Ranch,Austin,TX,78733,Austin,United States,House,Private room,2,N/A,$95.00,$50.00,365,219,0,,2,,,,,0
77635,"Retro 60's Home,Walk to Zilker,Yard","60's style, contemporary, three bedroom, one bath condo unit in a quiet, quaint neighborhood close to downtown. Huge oak trees will keep you shaded during sunny Austin days. Cool off in Barton Springs, a natural spring fed swimming hole that is within walking distance, as well as many restaurants, coffee shops, and local shopping. Only 5 minutes to downtown where you can find fine dining, live music, and fantastic shopping. Walk along town lake or drop into the greenbelt for bird watching and rock climbing ... all within 5-10 minutes. Don't forget to visit The Broken Spoke for a true honky-tonk experience. Looking to rent for 1-2 months? We welcome 30+ day rentals! Stay with us in October and enjoy the 3-day ACL Music Festival during Oct. 4-6 & 11-13. ACL rates are $700 a night. The home is located within walking distance to Zilker Park where the festival is held each year. Trust us...you don't want to deal with having to park a car on the festival grounds! Enjoy Barton Springs (also w",,416628,Carlos,3/1/11,within a day,543,100%,Zilker,2,Zilker,Austin,TX,78704,Austin,United States,House,Entire home/apt,6,1150,$159.00,$75.00,348,208.8,12,10,2,0.16,,,,0
77639,Sweet South Austin Spot,"Contemporary, three bedroom, one bath condo unit in a quiet, quaint neighborhood close to downtown. Huge oak trees will keep you shaded during sunny Austin days. Cool off in Barton Springs, a natural spring fed swimming hole that is within walking distance, as well as many restaurants, coffee shops, and local shopping. Only 5 minutes to downtown where you can find fine dining, live music, and fantastic shopping. Walk along town lake or drop into the greenbelt for bird watching and rock climbing ... all within 5-10 minutes. Don't forget to visit The Broken Spoke for a true honky-tonk experience. Looking to rent for 1-2 months? We welcome 30+ day rentals! Stay with us in October and enjoy the 3-day ACL Music Festival. The home is located within walking distance to Zilker Park where the festival is held each year. Trust us...you don't want to deal with having to park a car on the festival grounds! Enjoy Barton Springs (also walking distance) which is a spring-fed pool. On the other side",,416628,Carlos,3/1/11,within a day,322,100%,Zilker,2,Zilker,Austin,TX,78704,Austin,United States,House,Entire home/apt,6,1,$245.00,$100.00,336,201.6,12,9,2,0.25,,,,0
78035,Modern Gem featured by Dwell. Pool + HotTub.,"3 bedroom/2 bath main house. Plus backyard casita with full bath. 2 miles to downtown. Half a mile to Barton Springs Pool in Zilker Park. WiFi, AT&T Uverse, high-end appliances, tankless water heater (never run out of hot water), fire pit, natural gas grill, 3 blocks to corner store, walk to Alamo Drafthouse and S. Lamar restaurants and bars. Bicycles can be arranged.","Zilker Neighborhood is surrounded by some of the cities best restaurants. On South Lamar you'll find Uchi, Eberly, Vox, Ramen Tatsuya and more. On Barton Springs Road there is Chuy's, Juliet, Shady Grove and P. Terry's. Something for everyone. Barton Springs Pool is a half mile down the hill.",419192,Keith And Shannon,3/2/11,within an hour,41,100%,Zilker,1,Zilker,Austin,TX,78704,Austin,United States,House,Entire home/apt,6,1600,$750.00,$175.00,142,85.2,41,10,1,2.07,,,,0
78127,*Luxury Home Downtown* walk to 6th/ Free parking!,"Beautiful Space, perfect for SXSW!! Incredible design, hip feel, super quiet at night and very clean. Killer Location It has a full kitchen, a large living room with wrap around windows, fireplace, art, office, a beautiful vanity and Egyptian chandeliers.. 3 bedrooms: 2 downstairs, One is large enough to fit 2-3 people comfortably... 3 Queens , 1 Full Bed Because of the set up multiple women could comfortably do their make-up and prep so the 1 bathroom is no issue at all! All hardwood floors. Will include all linens, many white towels, Anthropologie candles & hardwood floors & nice art. VERY CLEAN. It is a boudoir studio so it is large enough to have an intimate gathering, I would just have to prepare some of the antiques... Quiet and super close, super safe and includes 3- full parking spaces as well as street parking and parking all around at night. I would also have snacks available from the nearby Whole Foods...","It is across the street from a bike rack where you can rent bikes for cheap from the city that work great. It is across the street from a fabulous little coffee shop for morning coffee; walk down the street for dinner at the Tavern or for coffee at Austin Java. It is only 6 blocks away from West 6th and is a straight walk, no hill. Walk straight up the street to reach the capital, you can walk to the beginning of Sixth in under 10 and Uuber is always within 1-5 minutes. It is so close so Pedicabs will also take you for a slightly outrageous price, but I guess it is about the experience??",419707,Julia,3/2/11,within an hour,1,100%,Downtown,2,,Austin,TX,78701,Austin,United States,House,Entire home/apt,6,N/A,$200.00,$95.00,118,70.8,3,8,2,0.03,,,,0
78242,Huge house for SXSW,"Whole 2,000 square foot house available for the following nights of SXSW: - March 10-12 (Thur, Fri, Sat nights) - March 18-20 (Fri, Sat, Sun nights) All other nights are booked! $350 rate is for the whole house per night. There are four bedrooms. 5 miles from downtown. No close neighbors, so a band could easily rehearse there whenever they wanted. (Full PA and/or backline also available for rent if you like. In addition, we own a recording studio off-site if you require a separate rehearsal space.) Master bedroom: queen bed with full private bath; fully furnished. Bedroom 2: pull out full-sized couch only. Bedroom 3: single bed and desk only. Bedroom 4: bunk beds - top one is single, bottom is full-size - only. One other full bathroom upstairs and one half bath downstairs. Two huge fully furnished living rooms with a dining room, electric piano, and fireplace. Two couches downstairs that people could sleep on also. Nice kitchen with stainless steel appliances and dishwasher. Washer and",,420207,Cherilyn,3/3/11,N/A,N/A,N/A,Westgate,1,Westgate,Austin,TX,78745,Austin,United States,House,Entire home/apt,10,2,$280.00,,179,107.4,0,,1,,,,,0
78422,Living the Dream on Richardine,Our house is a standard 1960's ranch with an open kitchen/living room. It's a really comfortable space that has lots of natural shade from large trees in the yard. The room has a double bed with a twin mattress underneath that can q add space for a third body to sleep. Funky old antique furniture from my relatives in small town Mississippi (where Elvis was born!). We have a 70 passenger school bus in the driveway that will soon be an additional guest house. We also have a small DIY music studio in the back yard if you feel the need to lay down a few tracks while you're here.,,421002,E. Dixie,3/3/11,within a day,356,100%,MLK & 183,1,Rosewood,Austin,TX,78721,Austin,United States,House,Private room,2,500,$50.00,,73,43.8,1,8,1,0.01,,,,0
78584,East 2nd Street Charmer!,"This property is a licensed Short Term Rental. Please see photos for STR license number. 2 Bedroom, 2 Bathroom, Sleeps 4 Whether you are visiting family, or in town for business or pleasure, your Austin accommodations have never been so convenient and comfortable. This home was originally built in 1902, and was completely remodeled in 2009, designed to maintain its old world charm while providing modern amenities. East 2nd Main House is one block east of downtown Austin in an eclectic neighborhood. It is bright and airy with 10-foot ceilings throughout, vaulted ceilings in the master bedroom and many windows providing ample natural light. A mere five blocks from Austin’s famous 6th Street district, and within walking distance to fine dining, coffee houses and art galleries, it’s easy to say that this home is in a fantastic location. Did we mention that the University of Texas at Austin is a short 1.5 mile jaunt where you can enjoy all of UT’s athletic events? If you are coming to Austi",The views of downtown are gorgeous. There is something new popping up that makes the area even more cool every week.,422239,Cristina,3/4/11,within an hour,43,100%,East Downtown,3,East Downtown,Austin,TX,78702,Austin,United States,House,Entire home/apt,6,N/A,$176.00,$110.00,290,174,75,10,3,0.96,,,,0
78731,Beautiful East Austin House,"Enjoy Austin while staying in this beautiful, fun, creative 2 bedroom and 1 bathroom house located a few short blocks from Downtown Austin. Walk out the front door into a vibrant Eastside neighborhood with local restaurants, dive bars and historic institutions such as The Victory Grill, a legendary juke joint from the 1930's. It's a short walk to downtown and the East 6th St. music scene. There's easy access to downtown, UT campus and F1 by bus, walking, pedi-cab, bike or taxi. The airport is 15 minutes away, and sometimes I'm able to help with pick-up and drop-off. You will love the house, it's modern and eclectic. The large guest room is upstairs and has a huge window and lots of light. There is one queen bed, and a full size Aero-bed is available upon request. There is a comfortable chair, desk and shelves. The full bathroom is shared with the host. The open concept living space is perfect for entertaining and enjoying a meal. The front yard has custom landscaping w","Being able to walk downtown cannot be beat. When Austin traffic is at its most crazy, I'm always glad I can get around without even needing a bike. The neighborhood restaurants are great, check out Blue Dahlia for open faced sandwiches, fresh salads and their delectable blueberry blintzes. The house is 4 blocks from Franklin BBQ--voted best in the USA.",423131,Robin,3/4/11,within an hour,50,100%,East Downtown,1,East Downtown,Austin,TX,78702,Austin,United States,House,Private room,2,N/A,$85.00,$0.00,40,24,119,10,1,1.48,,,,0
